ope6_id,name,city,state,zip,college_url,ownership,locale,carnegie_basic,acceptance_rate,sat_25,sat_75,sat_math_25,sat_math_75,sat_cr_25,sat_cr_75,sat_avg,sat_range,act_25,act_75,act_mid,act_range,enrollment,retention_rate,student_faculty_ratio,pct_men,pct_women,pct_white,pct_black,pct_hispanic,pct_asian,pct_two_or_more,tuition_in_state,tuition_out_state,net_price,cost_attendance,median_debt,pell_rate,loan_rate,grad_rate,earnings_6yr,earnings_8yr,earnings_10yr
002477,A T Still University of Health Sciences,Kirksville,MO,63501,www.atsu.edu/,Private,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123700,,
025175,Aaniiih Nakoda College,Harlem,MT,59526,www.ancollege.edu/,Public,Rural,33,,,,,,,,,,,,,,108,,10,46.3,53.7,6.5,0.0,0.0,0.0,0.0,3600,3600,11811,16133,,53.5,0.0,30.6,17600,26949,30528
003537,Abilene Christian University,Abilene,TX,79699,www.acu.edu/,Private,City,17,63.9,1060,1290,520,640,540,650,1189,1060-1290,22,28,25,22-28,3129,79.5,13,40.2,59.8,62.6,6.8,18.0,1.9,4.5,42380,42380,27401,56121,24250,22.0,42.2,60.3,38900,52257,55736
001541,Abraham Baldwin Agricultural College,Tifton,GA,31793-2601,https://www.abac.edu/,Public,Town,23,77.2,900,1110,430,540,470,570,994,900-1110,16,21,19,16-21,3218,69.2,23,40.6,59.5,78.6,7.5,10.3,0.8,1.5,3195,10101,6061,13103,16750,34.1,26.8,34.7,29100,35026,34996
042438,Abraham Lincoln University,Glendale,CA,91210,https://www.alu.edu/,For-Profit,City,31,,,,,,,,,,,,,,49,100.0,5,46.9,53.1,44.9,12.2,22.4,4.1,6.1,10440,10440,24825,31720,,48.9,48.9,,,,
020503,Academy College,Bloomington,MN,55431-1411,www.academycollege.edu/,For-Profit,City,28,,,,,,,,,,,,,,112,66.7,8,87.5,12.5,0.0,0.0,0.9,0.9,0.0,18252,18252,31307,34240,29500,32.4,54.9,,31300,45488,48300
041335,Academy for Five Element Acupuncture,Gainesville,FL,32601,www.acupuncturist.edu/,Private,City,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042936,Academy for Jewish Religion,Yonkers,NY,10701,https://ajr.edu/,Private,Suburb,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041555,Academy for Jewish Religion California,Los Angeles,CA,90045,www.ajrca.edu/,Private,City,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033463,Academy for Nursing and Health Occupations,West Palm Beach,FL,33417,www.anho.edu/,Private,Suburb,10,,,,,,,,,,,,,,559,,25,9.5,90.5,7.7,82.3,7.5,1.1,0.7,,,29971,,20293,53.0,62.0,,32300,46813,47039
007531,Academy of Art University,San Francisco,CA,94105,www.academyart.edu/,For-Profit,City,18,,,,,,,,,,,,,,4131,67.2,15,42.2,57.8,25.8,11.7,20.0,6.5,6.0,28024,28024,39778,47195,31000,41.8,50.5,42.4,32800,35980,39008
032883,Academy of Chinese Culture and Health Sciences,Oakland,CA,94612,www.acchs.edu/,Private,City,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042484,Academy of Interactive Entertainment,Lafayette,LA,70506-4293,lafayette.aie.edu/,Private,City,-2,80.0,,,,,,,,,,,,,113,,20,61.1,38.9,51.3,36.3,1.8,1.8,4.4,24600,24600,33319,36693,12000,47.9,42.5,,,,
033533,Academy of Vocal Arts,Philadelphia,PA,19103-6685,www.avaopera.org/,Private,City,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
033274,Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,94704,https://www.aimc.edu/,Private,City,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001345,Adams State University,Alamosa,CO,81101,www.adams.edu/,Public,,18,,,,,,,,,,,,21,,1239,55.5,14,54.6,45.4,36.2,8.2,37.0,0.6,5.4,9776,21848,14173,23800,19500,35.0,33.4,29.7,28800,43072,44372
002666,Adelphi University,Garden City,NY,11530-0701,www.adelphi.edu/,Private,Suburb,17,77.5,1140,1310,560,660,580,650,1224,1140-1310,24,30,26,24-30,5077,83.0,12,33.8,66.2,43.5,9.3,21.3,12.9,3.3,47290,47290,28348,57444,25000,29.4,59.5,68.2,49400,71399,75482
030519,Adler Graduate School,Minnetonka,MN,55343,www.alfredadler.edu/,Private,City,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020681,Adler University,Chicago,IL,60602,https://www.adler.edu/,Private,City,26,,,,,,,,,,,,,,9,,1,100.0,0.0,77.8,22.2,0.0,0.0,0.0,,,,,,,,,,,
002234,Adrian College,Adrian,MI,49221-2575,www.adrian.edu/,Private,Town,22,68.4,880,1120,425,550,455,570,1030,880-1120,18,26,22,18-26,1635,60.1,15,54.3,45.7,61.7,6.5,6.7,0.7,3.9,40556,40556,21504,54950,27000,31.1,70.3,53.4,34000,47820,55504
037573,Advance Science International College,Miami Lakes,FL,33014,www.asicollege.edu/,For-Profit,Suburb,10,,,,,,,,,,,,,,44,,15,22.7,77.3,0.0,0.0,100.0,0.0,0.0,,,31336,,,58.7,63.0,,18100,27261,24047
031155,AdventHealth University,Orlando,FL,32803,www.ahu.edu/,Private,City,26,,,,,,,,,,,,,,1068,48.4,6,14.7,85.3,30.9,17.1,37.1,4.0,2.8,20880,20880,31885,38194,24590,37.4,49.6,44.5,53500,68561,72282
001542,Agnes Scott College,Decatur,GA,30030-3770,www.agnesscott.edu/,Private,Suburb,21,67.3,1180,1350,570,640,610,710,1296,1180-1350,26,31,,26-31,898,80.1,10,0.0,100.0,40.1,31.4,13.9,4.5,6.3,48150,48150,24224,60585,26749,36.1,52.8,73.8,33200,50997,56274
003009,Air Force Institute of Technology-Graduate School of Engineering & Management,Wright-Patterson AFB,OH,45433-7765,www.afit.edu/,Public,Suburb,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001002,Alabama A & M University,Normal,AL,35762,www.aamu.edu/,Public,City,18,66.2,810,1060,390,520,420,540,947,810-1060,14,19,18,14-19,5726,63.9,19,41.7,58.3,1.8,90.4,1.5,0.2,1.8,10024,18634,14559,23751,31000,64.4,58.6,27.7,28400,31992,40628
042267,Alabama College of Osteopathic Medicine,Dothan,AL,36303-2251,https://www.acom.edu/,Private,City,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001005,Alabama State University,Montgomery,AL,36104-0271,www.alasu.edu/,Public,City,17,95.6,865,1069,421,531,444,538,977,865-1069,16,20,18,16-20,3322,60.5,16,36.2,63.8,2.2,90.8,1.1,0.2,1.3,11248,19576,13889,22028,31000,72.0,77.8,28.8,24400,32520,34502
005463,Alamance Community College,Graham,NC,27253-8000,www.alamancecc.edu/,Public,Suburb,6,,,,,,,,,,,,,,2393,,13,38.3,61.7,46.1,18.6,20.8,2.0,2.5,2528,8642,16465,22570,,24.6,0.0,,23900,32465,34241
008843,Alaska Bible College,Palmer,AK,99645,https://www.akbible.edu/,Private,Suburb,24,,,,,,,,,,,,,,34,33.3,5,55.9,44.1,85.3,2.9,2.9,0.0,8.8,10930,10930,14093,22101,,48.7,12.8,,,,
041386,Alaska Christian College,Soldotna,AK,99669,www.alaskacc.edu/,Private,Rural,1,89.4,,,,,,,,,,,,,60,,5,30.0,70.0,8.3,0.0,0.0,0.0,5.0,9014,9014,5427,22858,,77.6,0.0,,,19021,25787
001061,Alaska Pacific University,Anchorage,AK,99508,www.alaskapacific.edu/,Private,City,22,86.2,,,,,,,,,,,,,400,68.2,8,27.5,72.5,33.2,2.8,9.0,7.0,11.5,20760,20760,18976,34964,23500,34.4,41.9,41.2,37500,45907,54271
002885,Albany College of Pharmacy and Health Sciences,Albany,NY,12208-3492,www.acphs.edu/,Private,City,26,59.1,1120,1380,560,700,560,680,1280,1120-1380,28,33,30,28-33,509,85.6,10,37.9,62.1,43.0,10.2,8.6,19.1,7.9,40375,40375,26027,52317,25500,29.3,88.0,65.5,94500,125222,131426
002886,Albany Law School,Albany,NY,12208,www.albanylaw.edu/,Private,City,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75700,,
002887,Albany Medical College,Albany,NY,12208-3479,www.amc.edu/,Private,City,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89700,,
001544,Albany State University,Albany,GA,31705,https://www.asurams.edu/,Public,City,19,,,,,,,,,,,,,,5829,78.4,20,26.1,73.9,6.7,82.5,4.3,0.3,2.0,5934,16656,14251,20574,25024,65.0,62.4,24.7,27100,37817,40674
042797,Albert Einstein College of Medicine,Bronx,NY,10461-1900,www.einsteinmed.edu/,Private,City,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001374,Albertus Magnus College,New Haven,CT,06511-1189,https://www.albertus.edu/,Private,City,19,64.4,,,,,,,,,,,,,882,74.7,15,40.7,59.3,35.7,27.3,25.7,1.6,3.5,39924,39924,32681,56268,30964,47.1,75.6,47.9,45200,52133,60144
002235,Albion College,Albion,MI,49224,www.albion.edu/,Private,Town,21,83.2,,,,,,,,,,,,,1347,68.9,11,47.0,53.0,54.9,17.0,12.8,1.5,3.2,55746,55746,16882,68794,27000,45.3,66.5,58.0,37600,55035,58799
010724,Albizu University-San Juan,San Juan,PR,00902-3711,https://www.albizu.edu/,Private,City,26,100.0,,,,,,,,,,,,,758,79.2,20,17.3,82.7,0.4,0.0,99.1,0.0,0.0,7797,7797,10933,19676,5500,69.1,26.6,69.5,30200,40741,41544
003229,Albright College,Reading,PA,19612-5234,www.albright.edu/home/,Private,City,21,86.2,,,,,,,,,,,,,1296,63.1,10,44.4,55.6,45.3,22.1,20.4,2.7,6.7,28794,28794,21664,44381,27000,50.4,78.3,45.6,39900,54656,58700
002396,Alcorn State University,Alcorn State,MS,39096-7500,www.alcorn.edu/,Public,Rural,20,24.7,850,998,420,503,430,495,1039,850-998,15,24,22,15-24,2290,79.1,16,33.7,66.3,2.1,95.9,0.7,0.0,0.0,8549,8549,14040,23937,27000,77.4,70.5,46.7,26900,32667,36421
042870,Alder Graduate School of Education,Redwood City,CA,94062,https://aldergse.edu/,Private,City,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
005544,Alexandria Technical & Community College,Alexandria,MN,56308,www.alextech.edu/,Public,,9,,,,,,,,,,,,,,1438,,21,54.2,45.8,82.7,2.2,6.7,0.4,2.9,6213,6213,14150,18962,12000,15.6,19.2,,36900,47509,49393
002668,Alfred University,Alfred,NY,14802-1205,www.alfred.edu/,Private,Rural,18,48.3,1100,1280,560,640,540,640,1205,1100-1280,24,31,25,24-31,1401,76.7,10,47.5,52.5,63.3,9.8,11.1,1.4,2.6,39530,39530,22701,54516,26000,39.0,67.2,54.5,34900,51231,54897
042431,Alhambra Medical University,Alhambra,CA,91803,www.amu.edu/,For-Profit,Suburb,26,,,,,,,,,,,,,,35,,10,22.9,77.1,2.9,0.0,0.0,91.4,0.0,,,,,,,,,,,
001951,Alice Lloyd College,Pippa Passes,KY,41844,www.alc.edu/,Private,Rural,22,85.6,,,,,,,980,,16,21,20,16-21,528,58.2,14,50.9,49.0,91.3,4.7,1.1,0.4,1.1,14080,14080,17839,30294,19599,55.6,48.5,32.5,28400,40372,40573
001111,Allan Hancock College,Santa Maria,CA,93454-6399,www.hancockcollege.edu/,Public,City,2,,,,,,,,,,,,,,7812,,25,46.5,53.5,19.2,1.9,70.2,3.0,3.0,1156,9436,4638,11544,,23.3,0.8,,27200,37963,42786
002057,Allegany College of Maryland,Cumberland,MD,21502-2596,www.allegany.edu/,Public,,7,,,,,,,,,,,,,,1743,,11,24.8,75.2,71.1,15.8,4.4,1.2,4.7,4730,12050,10107,16082,13702,30.3,29.8,,28300,35489,38476
003230,Allegheny College,Meadville,PA,16335-3902,https://allegheny.edu/,Private,Town,21,58.5,1140,1350,540,660,600,690,1292,1140-1350,25,31,26,25-31,1209,84.4,8,48.4,51.6,69.6,8.0,7.9,2.9,4.2,54960,54960,21900,70614,27000,25.1,71.2,67.2,37700,56341,62069
034573,Allegheny Wesleyan College,Salem,OH,44460-9598,awc.edu/,Private,Rural,24,,,,,,,,,,,,,,54,57.1,6,40.7,59.3,90.7,0.0,0.0,0.0,0.0,6800,6800,6740,13885,,45.4,45.4,40.0,,,37453
030691,Allen College,Waterloo,IA,50703-1999,www.allencollege.edu/,Private,City,26,,,,,,,,,,,,,,279,,8,8.2,91.8,77.4,1.1,2.9,2.9,1.8,20444,20444,,,18750,26.6,62.2,,53000,66161,71261
001901,Allen County Community College,Iola,KS,66749,https://www.allencc.edu/,Public,,3,,,,,,,,,,,,,,761,,19,39.4,60.6,63.2,6.2,13.3,2.0,3.0,3920,4480,5899,13072,6954,17.2,11.1,,28000,38472,40059
003417,Allen University,Columbia,SC,29204,https://www.allenuniversity.edu/,Private,City,21,32.1,,,,,,,,,,,,,635,90.0,16,57.0,43.0,0.3,90.2,3.3,0.0,2.5,14304,14304,11081,24804,34290,79.8,81.1,11.1,18200,26980,30497
002236,Alma College,Alma,MI,48801-1599,www.alma.edu/,Private,Town,22,65.7,,,,,,,,,,,,,1208,76.3,14,47.8,52.2,80.0,6.0,3.5,0.8,3.1,47430,47430,24663,61380,27000,20.9,66.2,62.9,36500,50698,54742
002237,Alpena Community College,Alpena,MI,49707,www.alpenacc.edu/,Public,,14,,,,,,,,,,,,,,715,75.1,13,48.4,51.6,88.5,3.4,2.7,1.0,0.0,5130,7800,4067,11320,9024,20.8,9.8,46.8,28600,35994,36442
003233,Alvernia University,Reading,PA,19607-1799,https://www.alvernia.edu/,Private,City,17,62.3,1066,1253,538,633,528,620,1160,1066-1253,,,,,2042,72.6,12,36.9,63.1,61.1,10.4,15.3,1.5,3.2,42810,42810,28329,54650,27000,33.7,81.9,60.8,38500,53927,55055
003832,Alverno College,Milwaukee,WI,53234-3922,https://www.alverno.edu/,Private,City,18,93.1,,,,,,,,,,,,,724,78.6,10,1.1,98.9,31.1,16.3,41.2,4.4,5.0,32794,32794,16722,44163,27000,49.1,59.1,51.5,38600,51158,53145
003539,Alvin Community College,Alvin,TX,77511-4898,www.alvincollege.edu/,Public,Suburb,9,,,,,,,,,,,,,,3451,,16,42.9,57.1,32.5,16.1,41.2,6.2,0.0,1834,4330,4233,11329,4519,23.1,3.8,,36700,41886,45762
003540,Amarillo College,Amarillo,TX,79109,https://www.actx.edu/,Public,City,4,,,,,,,,,,,,,,7347,,27,34.9,65.1,35.0,7.0,49.6,2.8,2.4,2136,4704,6040,11411,15000,44.0,14.0,,31300,38075,41302
022594,Amberton University,Garland,TX,75041-5595,www.amberton.edu/,Private,Suburb,18,,,,,,,,,,,,,,110,,9,27.3,72.7,24.6,31.8,15.4,10.0,0.0,,,,,,22.8,14.6,,,,
041247,Ambria College of Nursing,Hoffman Estates,IL,60192,ambria.edu/,For-Profit,Suburb,26,,,,,,,,,,,,,,195,,5,9.7,90.3,30.3,14.9,25.1,24.6,1.0,,,,,15438,32.2,47.4,,,57135,67290
042271,America Evangelical University,Gardena,CA,90247-4432,www.aeu.edu/,Private,City,24,,,,,,,,,,,,,,71,66.7,13,66.2,33.8,15.5,16.9,8.5,32.4,0.0,6200,6200,24088,26400,,54.9,29.4,,,,
010813,American Academy McAllister Institute of Funeral Service,New York,NY,10036,www.funeraleducation.org/,Private,City,12,,,,,,,,,,,,,,282,,25,32.6,67.4,50.3,28.0,12.4,1.1,0.0,20018,20018,21682,27025,21150,36.6,60.0,,44900,50646,54695
007465,American Academy of Dramatic Arts-New York,New York,NY,10016,www.aada.edu/,Private,City,12,81.3,,,,,,,,,,,,,225,,8,34.7,65.3,39.6,7.1,9.3,1.8,5.3,39475,39475,54625,61369,12000,22.5,46.9,,21200,25632,27019
038333,American Academy of Health and Wellness,Roseville,MN,55113,https://www.acupunctureschoolusa.com/,For-Profit,Suburb,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010460,American Baptist College,Nashville,TN,37207-9980,www.abcnash.edu/,Private,City,22,,,,,,,,,,,,,,48,80.0,5,62.5,37.5,0.0,95.8,0.0,0.0,0.0,12474,12474,19294,27241,,67.9,66.0,27.3,,32200,41216
031533,American College of Acupuncture and Oriental Med,Houston,TX,77063-4104,www.acaom.edu/,For-Profit,City,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041513,American College of Education,Indianapolis,IN,46204,www.ace.edu/,For-Profit,City,32,,,,,,,,,,,,,,277,,14,22.0,78.0,48.0,20.9,16.2,5.8,1.8,,,,,,0.0,0.0,,,,
042830,American College of the Building Arts,Charleston,SC,29403-4223,acba.edu/,Private,City,32,62.1,1050,1230,530,620,520,610,1137,1050-1230,18,26,24,18-26,140,100.0,8,81.4,18.6,92.9,2.1,1.4,0.7,0.7,20572,20572,26389,38984,12500,19.9,37.6,58.2,,,
022220,American Film Institute Conservatory,Los Angeles,CA,90027-1625,www.afi.com/,Private,City,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021136,American InterContinental University System,Chandler,AZ,85286,https://www.aius.education/,For-Profit,City,18,,,,,,,,,,,,,,6734,20.1,34,37.8,62.2,24.7,28.4,5.5,1.5,3.6,12310,12310,14449,20949,31000,72.9,71.7,21.9,33200,35839,36144
002114,American International College,Springfield,MA,01109,www.aic.edu/,Private,City,17,96.9,,,,,,,,,,,,,1097,67.8,16,49.6,50.4,33.9,26.1,23.9,1.0,4.5,42970,42970,25299,55463,27000,50.0,80.5,39.8,41700,47385,53124
023113,American Islamic College,Chicago,IL,60613,aicusa.edu/,Private,City,-2,100.0,,,,,,,,,,,,,6,0.0,2,33.3,66.7,33.3,50.0,0.0,16.7,0.0,7650,7650,,,,0.0,0.0,,,,
041597,American Medical Sciences Center,Glendale,CA,91204-5108,www.amsc.edu/,For-Profit,City,10,,,,,,,,,,,,,,200,75.0,13,2.5,97.5,20.5,4.5,69.0,3.0,0.0,,,23566,,,66.7,78.9,76.5,,34877,29972
010489,American National University-Pikeville,Pikeville,KY,41501-1520,https://www.an.edu/locations/,For-Profit,,26,,,,,,,,,,,,,,229,0.0,25,3.1,96.9,67.7,21.8,1.8,0.4,4.8,11484,11484,16238,21504,23618,80.2,83.5,29.7,20400,24935,28188
038193,American Public University System,Charles Town,WV,25414,https://www.apus.edu/,For-Profit,Town,18,,,,,,,,,,,,,,38976,93.6,25,64.8,35.2,46.1,16.5,19.0,2.9,4.8,8400,8400,9104,16358,21743,24.7,13.3,54.3,49200,33695,44409
001232,American River College,Sacramento,CA,95841-4286,https://www.arc.losrios.edu/,Public,Suburb,5,,,,,,,,,,,,,,25758,,28,53.6,46.4,36.1,7.0,32.9,11.2,5.2,1288,12808,4628,12986,9625,19.9,2.7,,27900,36795,40162
010010,American Samoa Community College,Pago Pago,AS,96799-2609,www.amsamoa.edu/,Public,Rural,14,,,,,,,,,,,,,,884,,12,30.5,69.5,0.0,0.0,0.0,1.8,0.0,5460,5760,4812,10560,,67.2,0.0,39.8,17500,28311,30087
001434,American University,Washington,DC,20016-8001,www.american.edu/,Private,City,16,47.4,1300,1450,630,710,670,740,1392,1300-1450,29,33,31,29-33,7593,86.2,10,36.4,63.5,56.9,7.9,12.8,7.1,5.7,56543,56543,41945,71549,22750,12.7,35.0,79.0,46700,70443,77370
032253,American University of Health Sciences,Signal Hill,CA,90755-3612,https://www.auhs.edu/,For-Profit,Suburb,26,100.0,,,,,,,,,,,,,364,,16,25.0,75.0,4.4,11.0,30.8,45.1,1.1,24575,24575,,,40326,46.0,86.8,,54900,111213,93610
002115,Amherst College,Amherst,MA,01002-5000,www.amherst.edu/,Private,City,21,9.8,1360,1550,670,780,690,770,1494,1360-1550,31,35,33,31-35,1907,96.8,7,46.2,53.8,35.9,11.2,15.1,15.6,8.4,67280,67280,18246,83650,13740,21.6,8.8,92.7,61600,86438,77644
025034,Amridge University,Montgomery,AL,36117-3553,https://www.amridgeuniversity.edu/,Private,City,20,,,,,,,,,,,,,,226,,12,37.2,62.8,27.9,66.8,3.1,0.0,0.0,,,,,32189,68.4,72.4,,35400,34613,37621
042404,Ana G. Mendez University,Orlando,FL,32822,www.agmu.edu/,Private,City,32,,,,,,,,,,,,,,4897,63.2,34,24.1,75.9,2.4,0.1,67.7,0.0,0.1,13575,13575,,,12188,45.5,34.1,,,,
001823,Anabaptist Mennonite Biblical Seminary,Elkhart,IN,46517-1999,www.ambs.edu/,Private,City,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001785,Anderson University,Anderson,IN,46012-3495,https://anderson.edu/,Private,City,20,53.4,940,1170,460,580,480,590,1054,940-1170,16,23,22,16-23,1070,69.7,10,49.2,50.8,73.1,10.8,7.1,1.3,5.9,35640,35640,22144,49098,27000,35.9,61.3,54.9,33300,46332,48899
003418,Anderson University,Anderson,SC,29621-4035,https://www.andersonuniversity.edu/,Private,City,18,52.8,1090,1290,530,630,560,660,1190,1090-1290,22,28,,22-28,3080,82.3,15,36.8,63.2,83.2,4.9,5.3,1.6,3.0,33580,33580,28183,47724,26700,21.7,43.1,65.7,31000,45202,42101
001545,Andrew College,Cuthbert,GA,39840-5550,www.andrewcollege.edu/,Private,Rural,14,51.1,,,,,,,,,,,20,,287,37.5,9,39.7,60.3,45.3,32.1,11.5,0.7,3.8,19126,19126,21934,35996,12533,62.4,75.7,25.1,24800,34127,38475
002238,Andrews University,Berrien Springs,MI,49104,https://www.andrews.edu/,Private,Town,17,87.4,1070,1370,530,680,540,690,1177,1070-1370,20,28,24,20-28,1262,83.3,10,49.0,50.9,21.9,17.0,20.4,12.1,5.8,33710,33710,18597,43670,26000,22.0,34.7,68.5,35200,51682,53187
003541,Angelo State University,San Angelo,TX,76909,www.angelo.edu/,Public,City,18,79.2,920,1140,450,560,470,580,1049,920-1140,17,24,21,17-24,5515,71.6,18,44.6,55.4,43.4,6.2,41.8,1.3,3.6,8319,18399,12915,21625,20000,27.1,25.2,40.9,36100,45162,50116
002117,Anna Maria College,Paxton,MA,01612-1198,www.annamaria.edu/,Private,Rural,19,89.6,,,,,,,,,,,,,948,61.7,13,62.5,37.5,48.9,14.0,14.3,1.5,1.1,43064,43064,29396,61106,25000,34.2,63.2,40.4,38000,58760,46651
002058,Anne Arundel Community College,Arnold,MD,21012-1895,www.aacc.edu/,Public,Suburb,5,,,,,,,,,,,,,,8570,,17,39.4,60.6,48.3,19.8,12.6,4.8,5.8,4178,11330,15929,20548,8250,19.8,7.7,,34300,42840,46219
002332,Anoka-Ramsey Community College,Coon Rapids,MN,55433-3470,www.anokaramsey.edu/,Public,Suburb,3,,,,,,,,,,,,,,3983,,25,40.8,59.2,61.6,16.6,7.0,6.6,5.4,5682,5682,11471,16110,13500,19.6,14.5,,34800,46269,48342
001113,Antelope Valley Community College District,Lancaster,CA,93536-5426,www.avc.edu/,Public,Suburb,14,,,,,,,,,,,,,,10905,,24,43.1,56.9,13.0,13.5,64.8,3.4,3.8,1124,8228,8263,15158,12500,42.0,4.2,30.5,25100,31267,36526
042823,Antigua College International,Miami Lakes,FL,33016-1511,www.antigua.edu/,For-Profit,Suburb,-2,,,,,,,,,,,,,,266,,18,19.6,80.5,1.5,7.1,91.0,0.0,0.0,26700,26700,25650,25822,,73.7,100.0,,,,
042443,Antioch College,Yellow Springs,OH,45387,antiochcollege.edu/,Private,Rural,21,81.7,,,,,,,,,,,23,,127,61.3,6,37.0,63.0,49.6,12.6,16.5,4.7,4.7,37143,37143,6602,50383,,74.8,71.7,25.5,,,
003010,Antioch University,Yellow Springs,OH,45387,www.antioch.edu/,Private,Rural,-2,,,,,,,,,,,,,,107,,10,21.5,78.5,46.7,13.1,15.9,3.7,5.6,,,,,23501,42.9,61.0,,38800,46844,51541
042857,Apex College of Veterinary Technology,Colorado Springs,CO,80903,https://www.apexcvt.edu/,For-Profit,City,13,,,,,,,,,,,,,,30,,4,6.7,93.3,66.7,0.0,20.0,3.3,3.3,13850,13850,10030,15950,,36.1,50.0,,,,
007544,Appalachian Bible College,Mount Hope,WV,25880-9557,https://abc.edu/,Private,Suburb,24,98.6,1028,1200,500,570,528,630,1068,1028-1200,18,23,23,18-23,168,85.0,8,57.7,42.3,91.7,3.0,0.6,0.0,0.0,18230,18230,17401,29451,11000,40.9,20.9,67.1,26400,32792,37467
041806,Appalachian College of Pharmacy,Oakwood,VA,24631,www.acp.edu/,Private,Rural,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
035593,Appalachian School of Law,Grundy,VA,24614,www.asl.edu/,Private,Rural,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002906,Appalachian State University,Boone,NC,28608,https://www.appstate.edu/,Public,Town,18,88.6,1100,1280,540,630,560,650,1187,1100-1280,21,27,27,21-27,19304,85.3,16,43.8,56.2,80.7,3.1,8.8,1.8,4.6,7541,24537,16487,22654,20231,25.7,37.6,74.1,34300,48423,51836
002239,Aquinas College,Grand Rapids,MI,49506-1801,https://www.aquinas.edu/,Private,City,21,71.1,990,1210,500,590,490,620,1087,990-1210,20,25,23,20-25,1201,73.6,11,42.0,58.0,74.9,2.2,8.3,1.8,5.1,38520,38520,18902,49018,23000,23.0,42.8,61.8,32000,46514,49584
001632,Aquinas Institute of Theology,Saint Louis,MO,63108-3323,https://www.ai.edu/,Private,City,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003235,Arcadia University,Glenside,PA,19038-3295,https://www.arcadia.edu/,Private,Suburb,18,79.2,1083,1310,530,660,553,650,1210,1083-1310,26,30,25,26-30,1799,80.5,11,37.2,62.8,56.0,14.5,10.0,5.1,1.9,48290,48290,25866,61240,27000,27.7,65.5,63.8,36300,54111,58336
007113,Arizona Christian University,Glendale,AZ,85306-3216,https://arizonachristian.edu/,Private,Suburb,22,74.4,,,,,,,,,,,20,,1127,55.2,18,59.0,41.0,48.4,11.2,26.7,1.1,7.4,34697,34697,32383,50950,23000,33.2,69.6,43.2,32600,46781,51612
031150,Arizona College of Nursing-Tempe,Tempe,AZ,85282-1840,www.arizonacollege.edu/,For-Profit,City,10,100.0,,,,,,,,,,,,,1246,76.5,20,13.4,86.6,40.2,10.0,25.4,4.4,12.7,24853,24853,31502,35067,9500,46.7,66.3,,23900,33491,34657
036955,Arizona School of Acupuncture and Oriental Medicine,Tucson,AZ,85716-1518,www.asaom.edu/,For-Profit,City,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001081,Arizona State University Campus Immersion,Tempe,AZ,85287,www.asu.edu/,Public,City,15,90.2,,,,,,,,,,,,,64398,85.3,18,51.5,48.4,43.5,4.2,26.0,9.1,5.0,12051,32193,13670,28047,19500,29.7,28.4,67.4,42200,58779,62668
001071,Arizona Western College,Yuma,AZ,85365-8834,https://www.azwestern.edu/,Public,City,2,,,,,,,,,,,,,,6198,,20,39.7,60.3,11.2,1.2,73.8,0.9,1.5,3020,9830,9582,15857,4826,39.2,0.5,,25600,35209,36857
001087,Arkansas Baptist College,Little Rock,AR,72202-6068,https://www.arkansasbaptist.edu/,Private,City,23,,,,,,,,,,,,,,373,21.4,15,73.7,26.3,1.1,91.1,4.6,0.0,1.6,8760,8760,11139,22626,25375,46.0,41.7,8.2,21000,26637,28418
042568,Arkansas Colleges of Health Education,Fort Smith,AR,72916-0366,achehealth.edu/,Private,City,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001090,Arkansas State University,Jonesboro,AR,72401,www.astate.edu/,Public,City,16,69.7,1030,1180,520,590,510,590,1119,1030-1180,19,25,23,19-25,7994,77.8,15,37.9,62.1,67.1,14.5,4.9,1.0,3.5,7754,13826,13085,22823,20500,36.8,42.3,53.9,30900,40605,42617
